Type                                  Module                      Label             Process        Full Name                                              Split level
unsigned int                          "l1tLayer1Barrel"           "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1Barrel_maxNPFNeutralHadron_HLT           1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPFNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1HF_maxNPFNeutralHadron_HLT               1
unsigned int                          "l1tLayer1HGCal"            "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCal_maxNPFNeutralHadron_HLT            1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPFNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPFNeutralHadron_HLT        1
unsigned int                          "l1tLayer1Barrel"           "maxNPFPhoton"    "HLT"          uint_l1tLayer1Barrel_maxNPFPhoton_HLT                  1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPFPhoton"    "HLT"          uint_l1tLayer1BarrelExtended_maxNPFPhoton_HLT          1
unsigned int                          "l1tLayer1HF"               "maxNPFPhoton"    "HLT"          uint_l1tLayer1HF_maxNPFPhoton_HLT                      1
unsigned int                          "l1tLayer1HGCal"            "maxNPFPhoton"    "HLT"          uint_l1tLayer1HGCal_maxNPFPhoton_HLT                   1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPFPhoton"    "HLT"          uint_l1tLayer1HGCalExtended_maxNPFPhoton_HLT           1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPFPhoton"    "HLT"          uint_l1tLayer1HGCalNoTK_maxNPFPhoton_HLT               1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppi"       "HLT"          uint_l1tLayer1Barrel_maxNPuppi_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppi"       "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppi_HLT             1
unsigned int                          "l1tLayer1HF"               "maxNPuppi"       "HLT"          uint_l1tLayer1HF_maxNPuppi_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppi"       "HLT"          uint_l1tLayer1HGCal_maxNPuppi_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppi"       "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppi_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppi"       "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppi_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiCharged"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiCharged_HLT              1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiCharged"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiCharged_HLT      1
unsigned int                          "l1tLayer1HF"               "maxNPuppiCharged"   "HLT"          uint_l1tLayer1HF_maxNPuppiCharged_HLT                  1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiCharged"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiCharged_HLT               1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiCharged"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiCharged_HLT       1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiCharged"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiCharged_HLT           1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiChargedHadron_HLT        1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HF_maxNPuppiChargedHadron_HLT            1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiChargedHadron_HLT         1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiElectron"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiElectron_HLT             1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiElectron"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiElectron_HLT     1
unsigned int                          "l1tLayer1HF"               "maxNPuppiElectron"   "HLT"          uint_l1tLayer1HF_maxNPuppiElectron_HLT                 1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiElectron"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiElectron_HLT              1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiElectron"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiElectron_HLT      1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiElectron"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiElectron_HLT          1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiMuon"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiMuon_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiMuon"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiMuon_HLT         1
unsigned int                          "l1tLayer1HF"               "maxNPuppiMuon"   "HLT"          uint_l1tLayer1HF_maxNPuppiMuon_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiMuon"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiMuon_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiMuon"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiMuon_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiMuon"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiMuon_HLT              1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiNeutral_HLT              1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiNeutral_HLT      1
unsigned int                          "l1tLayer1HF"               "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1HF_maxNPuppiNeutral_HLT                  1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiNeutral_HLT               1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiNeutral_HLT       1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiNeutral"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiNeutral_HLT           1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiNeutralHadron_HLT        1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1HF_maxNPuppiNeutralHadron_HLT            1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiNeutralHadron_HLT         1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiNeutralHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiNeutralHadron_HLT     1
unsigned int                          "l1tLayer1Barrel"           "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1Barrel_maxNPuppiPhoton_HLT               1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1BarrelExtended_maxNPuppiPhoton_HLT       1
unsigned int                          "l1tLayer1HF"               "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1HF_maxNPuppiPhoton_HLT                   1
unsigned int                          "l1tLayer1HGCal"            "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1HGCal_maxNPuppiPhoton_HLT                1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1HGCalExtended_maxNPuppiPhoton_HLT        1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNPuppiPhoton"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNPuppiPhoton_HLT            1
unsigned int                          "l1tLayer1Barrel"           "maxNRegCalo"     "HLT"          uint_l1tLayer1Barrel_maxNRegCalo_HLT                   1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNRegCalo"     "HLT"          uint_l1tLayer1BarrelExtended_maxNRegCalo_HLT           1
unsigned int                          "l1tLayer1HF"               "maxNRegCalo"     "HLT"          uint_l1tLayer1HF_maxNRegCalo_HLT                       1
unsigned int                          "l1tLayer1HGCal"            "maxNRegCalo"     "HLT"          uint_l1tLayer1HGCal_maxNRegCalo_HLT                    1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNRegCalo"     "HLT"          uint_l1tLayer1HGCalExtended_maxNRegCalo_HLT            1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNRegCalo"     "HLT"          uint_l1tLayer1HGCalNoTK_maxNRegCalo_HLT                1
unsigned int                          "l1tLayer1Barrel"           "maxNRegEmCalo"   "HLT"          uint_l1tLayer1Barrel_maxNRegEmCalo_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNRegEmCalo"   "HLT"          uint_l1tLayer1BarrelExtended_maxNRegEmCalo_HLT         1
unsigned int                          "l1tLayer1HF"               "maxNRegEmCalo"   "HLT"          uint_l1tLayer1HF_maxNRegEmCalo_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "maxNRegEmCalo"   "HLT"          uint_l1tLayer1HGCal_maxNRegEmCalo_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNRegEmCalo"   "HLT"          uint_l1tLayer1HGCalExtended_maxNRegEmCalo_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNRegEmCalo"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNRegEmCalo_HLT              1
unsigned int                          "l1tLayer1Barrel"           "maxNRegMu"       "HLT"          uint_l1tLayer1Barrel_maxNRegMu_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNRegMu"       "HLT"          uint_l1tLayer1BarrelExtended_maxNRegMu_HLT             1
unsigned int                          "l1tLayer1HF"               "maxNRegMu"       "HLT"          uint_l1tLayer1HF_maxNRegMu_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "maxNRegMu"       "HLT"          uint_l1tLayer1HGCal_maxNRegMu_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNRegMu"       "HLT"          uint_l1tLayer1HGCalExtended_maxNRegMu_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNRegMu"       "HLT"          uint_l1tLayer1HGCalNoTK_maxNRegMu_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "maxNRegTK"       "HLT"          uint_l1tLayer1Barrel_maxNRegTK_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNRegTK"       "HLT"          uint_l1tLayer1BarrelExtended_maxNRegTK_HLT             1
unsigned int                          "l1tLayer1HF"               "maxNRegTK"       "HLT"          uint_l1tLayer1HF_maxNRegTK_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "maxNRegTK"       "HLT"          uint_l1tLayer1HGCal_maxNRegTK_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNRegTK"       "HLT"          uint_l1tLayer1HGCalExtended_maxNRegTK_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNRegTK"       "HLT"          uint_l1tLayer1HGCalNoTK_maxNRegTK_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "maxNSecCalo"     "HLT"          uint_l1tLayer1Barrel_maxNSecCalo_HLT                   1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNSecCalo"     "HLT"          uint_l1tLayer1BarrelExtended_maxNSecCalo_HLT           1
unsigned int                          "l1tLayer1HF"               "maxNSecCalo"     "HLT"          uint_l1tLayer1HF_maxNSecCalo_HLT                       1
unsigned int                          "l1tLayer1HGCal"            "maxNSecCalo"     "HLT"          uint_l1tLayer1HGCal_maxNSecCalo_HLT                    1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNSecCalo"     "HLT"          uint_l1tLayer1HGCalExtended_maxNSecCalo_HLT            1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNSecCalo"     "HLT"          uint_l1tLayer1HGCalNoTK_maxNSecCalo_HLT                1
unsigned int                          "l1tLayer1Barrel"           "maxNSecEmCalo"   "HLT"          uint_l1tLayer1Barrel_maxNSecEmCalo_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNSecEmCalo"   "HLT"          uint_l1tLayer1BarrelExtended_maxNSecEmCalo_HLT         1
unsigned int                          "l1tLayer1HF"               "maxNSecEmCalo"   "HLT"          uint_l1tLayer1HF_maxNSecEmCalo_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "maxNSecEmCalo"   "HLT"          uint_l1tLayer1HGCal_maxNSecEmCalo_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNSecEmCalo"   "HLT"          uint_l1tLayer1HGCalExtended_maxNSecEmCalo_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNSecEmCalo"   "HLT"          uint_l1tLayer1HGCalNoTK_maxNSecEmCalo_HLT              1
unsigned int                          "l1tLayer1Barrel"           "maxNSecMu"       "HLT"          uint_l1tLayer1Barrel_maxNSecMu_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNSecMu"       "HLT"          uint_l1tLayer1BarrelExtended_maxNSecMu_HLT             1
unsigned int                          "l1tLayer1HF"               "maxNSecMu"       "HLT"          uint_l1tLayer1HF_maxNSecMu_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "maxNSecMu"       "HLT"          uint_l1tLayer1HGCal_maxNSecMu_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNSecMu"       "HLT"          uint_l1tLayer1HGCalExtended_maxNSecMu_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNSecMu"       "HLT"          uint_l1tLayer1HGCalNoTK_maxNSecMu_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "maxNSecTK"       "HLT"          uint_l1tLayer1Barrel_maxNSecTK_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "maxNSecTK"       "HLT"          uint_l1tLayer1BarrelExtended_maxNSecTK_HLT             1
unsigned int                          "l1tLayer1HF"               "maxNSecTK"       "HLT"          uint_l1tLayer1HF_maxNSecTK_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "maxNSecTK"       "HLT"          uint_l1tLayer1HGCal_maxNSecTK_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "maxNSecTK"       "HLT"          uint_l1tLayer1HGCalExtended_maxNSecTK_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "maxNSecTK"       "HLT"          uint_l1tLayer1HGCalNoTK_maxNSecTK_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "totNPF"          "HLT"          uint_l1tLayer1Barrel_totNPF_HLT                        1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPF"          "HLT"          uint_l1tLayer1BarrelExtended_totNPF_HLT                1
unsigned int                          "l1tLayer1HF"               "totNPF"          "HLT"          uint_l1tLayer1HF_totNPF_HLT                            1
unsigned int                          "l1tLayer1HGCal"            "totNPF"          "HLT"          uint_l1tLayer1HGCal_totNPF_HLT                         1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPF"          "HLT"          uint_l1tLayer1HGCalExtended_totNPF_HLT                 1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPF"          "HLT"          uint_l1tLayer1HGCalNoTK_totNPF_HLT                     1
unsigned int                          "l1tLayer1Barrel"           "totNPFCharged"   "HLT"          uint_l1tLayer1Barrel_totNPFCharged_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFCharged"   "HLT"          uint_l1tLayer1BarrelExtended_totNPFCharged_HLT         1
unsigned int                          "l1tLayer1HF"               "totNPFCharged"   "HLT"          uint_l1tLayer1HF_totNPFCharged_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "totNPFCharged"   "HLT"          uint_l1tLayer1HGCal_totNPFCharged_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFCharged"   "HLT"          uint_l1tLayer1HGCalExtended_totNPFCharged_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFCharged"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPFCharged_HLT              1
unsigned int                          "l1tLayer1Barrel"           "totNPFChargedHadron"   "HLT"          uint_l1tLayer1Barrel_totNPFChargedHadron_HLT           1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFChargedHadron"   "HLT"          uint_l1tLayer1BarrelExtended_totNPFChargedHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "totNPFChargedHadron"   "HLT"          uint_l1tLayer1HF_totNPFChargedHadron_HLT               1
unsigned int                          "l1tLayer1HGCal"            "totNPFChargedHadron"   "HLT"          uint_l1tLayer1HGCal_totNPFChargedHadron_HLT            1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFChargedHadron"   "HLT"          uint_l1tLayer1HGCalExtended_totNPFChargedHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFChargedHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPFChargedHadron_HLT        1
unsigned int                          "l1tLayer1Barrel"           "totNPFElectron"   "HLT"          uint_l1tLayer1Barrel_totNPFElectron_HLT                1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFElectron"   "HLT"          uint_l1tLayer1BarrelExtended_totNPFElectron_HLT        1
unsigned int                          "l1tLayer1HF"               "totNPFElectron"   "HLT"          uint_l1tLayer1HF_totNPFElectron_HLT                    1
unsigned int                          "l1tLayer1HGCal"            "totNPFElectron"   "HLT"          uint_l1tLayer1HGCal_totNPFElectron_HLT                 1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFElectron"   "HLT"          uint_l1tLayer1HGCalExtended_totNPFElectron_HLT         1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFElectron"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPFElectron_HLT             1
unsigned int                          "l1tLayer1Barrel"           "totNPFMuon"      "HLT"          uint_l1tLayer1Barrel_totNPFMuon_HLT                    1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFMuon"      "HLT"          uint_l1tLayer1BarrelExtended_totNPFMuon_HLT            1
unsigned int                          "l1tLayer1HF"               "totNPFMuon"      "HLT"          uint_l1tLayer1HF_totNPFMuon_HLT                        1
unsigned int                          "l1tLayer1HGCal"            "totNPFMuon"      "HLT"          uint_l1tLayer1HGCal_totNPFMuon_HLT                     1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFMuon"      "HLT"          uint_l1tLayer1HGCalExtended_totNPFMuon_HLT             1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFMuon"      "HLT"          uint_l1tLayer1HGCalNoTK_totNPFMuon_HLT                 1
unsigned int                          "l1tLayer1Barrel"           "totNPFNeutral"   "HLT"          uint_l1tLayer1Barrel_totNPFNeutral_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFNeutral"   "HLT"          uint_l1tLayer1BarrelExtended_totNPFNeutral_HLT         1
unsigned int                          "l1tLayer1HF"               "totNPFNeutral"   "HLT"          uint_l1tLayer1HF_totNPFNeutral_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "totNPFNeutral"   "HLT"          uint_l1tLayer1HGCal_totNPFNeutral_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFNeutral"   "HLT"          uint_l1tLayer1HGCalExtended_totNPFNeutral_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFNeutral"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPFNeutral_HLT              1
unsigned int                          "l1tLayer1Barrel"           "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1Barrel_totNPFNeutralHadron_HLT           1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1BarrelExtended_totNPFNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1HF_totNPFNeutralHadron_HLT               1
unsigned int                          "l1tLayer1HGCal"            "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCal_totNPFNeutralHadron_HLT            1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCalExtended_totNPFNeutralHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFNeutralHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPFNeutralHadron_HLT        1
unsigned int                          "l1tLayer1Barrel"           "totNPFPhoton"    "HLT"          uint_l1tLayer1Barrel_totNPFPhoton_HLT                  1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPFPhoton"    "HLT"          uint_l1tLayer1BarrelExtended_totNPFPhoton_HLT          1
unsigned int                          "l1tLayer1HF"               "totNPFPhoton"    "HLT"          uint_l1tLayer1HF_totNPFPhoton_HLT                      1
unsigned int                          "l1tLayer1HGCal"            "totNPFPhoton"    "HLT"          uint_l1tLayer1HGCal_totNPFPhoton_HLT                   1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPFPhoton"    "HLT"          uint_l1tLayer1HGCalExtended_totNPFPhoton_HLT           1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPFPhoton"    "HLT"          uint_l1tLayer1HGCalNoTK_totNPFPhoton_HLT               1
unsigned int                          "l1tLayer1Barrel"           "totNPuppi"       "HLT"          uint_l1tLayer1Barrel_totNPuppi_HLT                     1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppi"       "HLT"          uint_l1tLayer1BarrelExtended_totNPuppi_HLT             1
unsigned int                          "l1tLayer1HF"               "totNPuppi"       "HLT"          uint_l1tLayer1HF_totNPuppi_HLT                         1
unsigned int                          "l1tLayer1HGCal"            "totNPuppi"       "HLT"          uint_l1tLayer1HGCal_totNPuppi_HLT                      1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppi"       "HLT"          uint_l1tLayer1HGCalExtended_totNPuppi_HLT              1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPuppi"       "HLT"          uint_l1tLayer1HGCalNoTK_totNPuppi_HLT                  1
unsigned int                          "l1tLayer1Barrel"           "totNPuppiCharged"   "HLT"          uint_l1tLayer1Barrel_totNPuppiCharged_HLT              1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppiCharged"   "HLT"          uint_l1tLayer1BarrelExtended_totNPuppiCharged_HLT      1
unsigned int                          "l1tLayer1HF"               "totNPuppiCharged"   "HLT"          uint_l1tLayer1HF_totNPuppiCharged_HLT                  1
unsigned int                          "l1tLayer1HGCal"            "totNPuppiCharged"   "HLT"          uint_l1tLayer1HGCal_totNPuppiCharged_HLT               1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppiCharged"   "HLT"          uint_l1tLayer1HGCalExtended_totNPuppiCharged_HLT       1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPuppiCharged"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPuppiCharged_HLT           1
unsigned int                          "l1tLayer1Barrel"           "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1Barrel_totNPuppiChargedHadron_HLT        1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1BarrelExtended_totNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1HF"               "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HF_totNPuppiChargedHadron_HLT            1
unsigned int                          "l1tLayer1HGCal"            "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCal_totNPuppiChargedHadron_HLT         1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCalExtended_totNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPuppiChargedHadron"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPuppiChargedHadron_HLT     1
unsigned int                          "l1tLayer1Barrel"           "totNPuppiElectron"   "HLT"          uint_l1tLayer1Barrel_totNPuppiElectron_HLT             1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppiElectron"   "HLT"          uint_l1tLayer1BarrelExtended_totNPuppiElectron_HLT     1
unsigned int                          "l1tLayer1HF"               "totNPuppiElectron"   "HLT"          uint_l1tLayer1HF_totNPuppiElectron_HLT                 1
unsigned int                          "l1tLayer1HGCal"            "totNPuppiElectron"   "HLT"          uint_l1tLayer1HGCal_totNPuppiElectron_HLT              1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppiElectron"   "HLT"          uint_l1tLayer1HGCalExtended_totNPuppiElectron_HLT      1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPuppiElectron"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPuppiElectron_HLT          1
unsigned int                          "l1tLayer1Barrel"           "totNPuppiMuon"   "HLT"          uint_l1tLayer1Barrel_totNPuppiMuon_HLT                 1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppiMuon"   "HLT"          uint_l1tLayer1BarrelExtended_totNPuppiMuon_HLT         1
unsigned int                          "l1tLayer1HF"               "totNPuppiMuon"   "HLT"          uint_l1tLayer1HF_totNPuppiMuon_HLT                     1
unsigned int                          "l1tLayer1HGCal"            "totNPuppiMuon"   "HLT"          uint_l1tLayer1HGCal_totNPuppiMuon_HLT                  1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppiMuon"   "HLT"          uint_l1tLayer1HGCalExtended_totNPuppiMuon_HLT          1
unsigned int                          "l1tLayer1HGCalNoTK"        "totNPuppiMuon"   "HLT"          uint_l1tLayer1HGCalNoTK_totNPuppiMuon_HLT              1
unsigned int                          "l1tLayer1Barrel"           "totNPuppiNeutral"   "HLT"          uint_l1tLayer1Barrel_totNPuppiNeutral_HLT              1
unsigned int                          "l1tLayer1BarrelExtended"   "totNPuppiNeutral"   "HLT"          uint_l1tLayer1BarrelExtended_totNPuppiNeutral_HLT      1
unsigned int                          "l1tLayer1HF"               "totNPuppiNeutral"   "HLT"          uint_l1tLayer1HF_totNPuppiNeutral_HLT                  1
unsigned int                          "l1tLayer1HGCal"            "totNPuppiNeutral"   "HLT"          uint_l1tLayer1HGCal_totNPuppiNeutral_HLT               1
unsigned int                          "l1tLayer1HGCalExtended"    "totNPuppiNeutral"   "HLT"          uint_l1tLayer1HGCalExtended_totNPuppiNeutral_HLT       1
